,verb,"NP V that S{first, past}","NP V that S{third, past}","NP V that S{first, present}","NP V that S{third, present}","NP be V that S{first, past}","NP be V that S{third, past}","NP be V that S{first, present}","NP be V that S{third, present}","NP be V to VP[+eventive]{first, past}","NP be V to VP[+eventive]{third, past}","NP be V to VP[+eventive]{first, present}","NP be V to VP[+eventive]{third, present}","NP V to VP[+eventive]{first, past}","NP V to VP[+eventive]{third, past}","NP V to VP[+eventive]{first, present}","NP V to VP[+eventive]{third, present}","NP V to VP[-eventive]{first, past}","NP V to VP[-eventive]{third, past}","NP V to VP[-eventive]{first, present}","NP V to VP[-eventive]{third, present}","NP be V to VP[-eventive]{first, past}","NP be V to VP[-eventive]{third, past}","NP be V to VP[-eventive]{first, present}","NP be V to VP[-eventive]{third, present}",tense: past,tense: present,subject: first,subject: third,total
572,nauseate,0,0,0,0,0.385,0.385,0.385,0.385,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0.121,0.121,0.121,0.28575000000000006,0,0.31850000000000006,0.25299999999999995,0.28575000000000006
573,need,0,0,0,0,0,0,0,0,0.298,0.298,0.298,0.298,0.6419999999999999,0.6419999999999999,0.6419999999999999,0.6419999999999999,0.283,0.283,0.283,0.283,0.4530000000000001,0.4530000000000001,0.4530000000000001,0.4530000000000001,0.374375,0.4408333333333333,0.35628571428571437,0.44942857142857146,0.4028571428571429
574,neglect,0,0,0,0,0,0,0,0,0,0,0,0,0.24600000000000005,0.24600000000000005,0.24600000000000005,0.24600000000000005,0.25200000000000006,0.25200000000000006,0.25200000000000006,0.25200000000000006,0,0,0,0,0.3745,0.3025,0.3745,0.3025,0.33849999999999997
575,negotiate,0.381,0.381,0.381,0.381,0,0,0,0,0,0,0,0,0.292,0.292,0.292,0.292,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0,0,0,0,0.3126666666666666,0.23925000000000002,0.26459999999999995,0.302,0.2833
576,nonplus,0,0,0,0,0.331,0.331,0.331,0.331,0.29300000000000004,0.29300000000000004,0.29300000000000004,0.29300000000000004,0,0,0,0,0,0,0,0,0.366,0.366,0.366,0.366,0.32966666666666666,0,0.3293333333333333,0.32999999999999996,0.32966666666666666
577,note,0.383,0.383,0.383,0.383,0,0,0,0,0.23899999999999996,0.23899999999999996,0.23899999999999996,0.23899999999999996,0.24299999999999997,0.24299999999999997,0.24299999999999997,0.24299999999999997,0,0,0,0,0.433,0.433,0.433,0.433,0.345125,0.4875000000000001,0.4051666666666668,0.38,0.39258333333333334
578,notice,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0,0,0,0,0.3670000000000001,0.3670000000000001,0.3670000000000001,0.3670000000000001,0.35500000000000004,0.35500000000000004,0.35500000000000004,0.35500000000000004,0,0,0,0,0.635,0.635,0.635,0.635,0.39787500000000003,0.28475,0.3648333333333334,0.35550000000000004,0.36016666666666663
579,notify,0.267,0.267,0.267,0.267,0.323,0.323,0.323,0.323,0.308,0.308,0.308,0.308,0.164,0.164,0.164,0.164,0,0,0,0,0,0,0,0,0.24712499999999998,0.2985,0.22840000000000005,0.2864,0.2574
580,object,0.306,0.306,0.306,0.306,0,0,0,0,0,0,0,0,0.384,0.384,0.384,0.384,0,0,0,0,0,0,0,0,0.28025,0,0.21550000000000002,0.34500000000000003,0.28025
581,obligate,0,0,0,0,0,0,0,0,0.364,0.364,0.364,0.364,0,0,0,0,0,0,0,0,0.41900000000000004,0.41900000000000004,0.41900000000000004,0.41900000000000004,0.36524999999999996,0.31725,0.34224999999999994,0.34025,0.34124999999999994
582,oblige,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.33299999999999996,0,0,0,0,0.502,0.502,0.502,0.502,0.548,0.548,0.548,0.548,0.406,0.406,0.406,0.406,0.28300000000000003,0.28300000000000003,0.28300000000000003,0.28300000000000003,0.3934,0.41783333333333333,0.42725,0.37787500000000007,0.4025625
583,observe,0.364,0.364,0.364,0.364,0,0,0,0,0.484,0.484,0.484,0.484,0,0,0,0,0.301,0.301,0.301,0.301,0.6839999999999999,0.6839999999999999,0.6839999999999999,0.6839999999999999,0.414375,0.5039999999999999,0.39916666666666667,0.4893333333333334,0.44425
584,obsess,0,0,0,0,0.10300000000000001,0.10300000000000001,0.10300000000000001,0.10300000000000001,0.44399999999999995,0.44399999999999995,0.44399999999999995,0.44399999999999995,0.409,0.409,0.409,0.409,0.189,0.189,0.189,0.189,0.26399999999999996,0.26399999999999996,0.26399999999999996,0.26399999999999996,0.28009999999999996,0.3343333333333333,0.272625,0.32825,0.3004375
585,offend,0,0,0,0,0.195,0.195,0.195,0.195,0.34500000000000003,0.34500000000000003,0.34500000000000003,0.34500000000000003,0,0,0,0,0,0,0,0,0.20400000000000001,0.20400000000000001,0.20400000000000001,0.20400000000000001,0.2701666666666667,0.33999999999999997,0.2725,0.30274999999999996,0.287625
586,offer,0.27999999999999997,0.27999999999999997,0.27999999999999997,0.27999999999999997,0,0,0,0,0.294,0.294,0.294,0.294,0.457,0.457,0.457,0.457,0.34500000000000003,0.34500000000000003,0.34500000000000003,0.34500000000000003,0.238,0.238,0.238,0.238,0.3014,0.4096666666666667,0.31124999999999997,0.37275,0.34199999999999997
587,okay,0.29500000000000004,0.29500000000000004,0.29500000000000004,0.29500000000000004,0,0,0,0,0.284,0.284,0.284,0.284,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.33299999999999996,0,0,0,0,0.40099999999999997,0.40099999999999997,0.40099999999999997,0.40099999999999997,0.34800000000000003,0.4977499999999999,0.4120000000000001,0.3838333333333333,0.39791666666666664
588,omit,0.47800000000000004,0.47800000000000004,0.47800000000000004,0.47800000000000004,0,0,0,0,0,0,0,0,0.315,0.315,0.315,0.315,0,0,0,0,0.359,0.359,0.359,0.359,0.3933333333333334,0.34900000000000003,0.38839999999999997,0.3628,0.37560000000000004
589,oppose,0,0,0,0,0.47300000000000003,0.47300000000000003,0.47300000000000003,0.47300000000000003,0.29600000000000004,0.29600000000000004,0.29600000000000004,0.29600000000000004,0.21000000000000002,0.21000000000000002,0.21000000000000002,0.21000000000000002,0,0,0,0,0,0,0,0,0.3225,0.286,0.32625,0.3005,0.313375
590,opt,0,0,0,0,0,0,0,0,0.48900000000000005,0.48900000000000005,0.48900000000000005,0.48900000000000005,0.714,0.714,0.714,0.714,0.6609999999999999,0.6609999999999999,0.6609999999999999,0.6609999999999999,0.48100000000000004,0.48100000000000004,0.48100000000000004,0.48100000000000004,0.5613750000000001,0.5781666666666667,0.5534285714285715,0.5837142857142857,0.5685714285714285
591,ordain,0.231,0.231,0.231,0.231,0,0,0,0,0.5050000000000001,0.5050000000000001,0.5050000000000001,0.5050000000000001,0.365,0.365,0.365,0.365,0,0,0,0,0.513,0.513,0.513,0.513,0.37775,0.3713333333333333,0.36371428571428566,0.3862857142857143,0.375
592,order,0.413,0.413,0.413,0.413,0,0,0,0,0.45699999999999996,0.45699999999999996,0.45699999999999996,0.45699999999999996,0.365,0.365,0.365,0.365,0.492,0.492,0.492,0.492,0.557,0.557,0.557,0.557,0.38620000000000004,0.39075000000000004,0.34714285714285714,0.4278571428571429,0.3875
593,outline,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0.263,0.263,0.263,0,0,0,0,0,0,0,0,0.27599999999999997,0,0.28900000000000003,0.263,0.27599999999999997
594,outrage,0,0,0,0,0.1,0.1,0.1,0.1,0.10500000000000001,0.10500000000000001,0.10500000000000001,0.10500000000000001,0,0,0,0,0,0,0,0,0.16799999999999998,0.16799999999999998,0.16799999999999998,0.16799999999999998,0.17533333333333329,0.29783333333333334,0.28633333333333333,0.18683333333333335,0.23658333333333334
595,overestimate,0.28500000000000003,0.28500000000000003,0.28500000000000003,0.28500000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0.196,0.196,0.196,0.42699999999999994,0.42699999999999994,0.42699999999999994,0.42699999999999994,0.2866666666666667,0.34099999999999997,0.31124999999999997,0.28925,0.30025
596,overhear,0.305,0.305,0.305,0.305,0.32799999999999996,0.32799999999999996,0.32799999999999996,0.32799999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0.343,0.343,0.343,0.343,0.3011666666666667,0.2875,0.2874,0.304,0.29569999999999996
597,overlook,0.358,0.358,0.358,0.358,0,0,0,0,0.267,0.267,0.267,0.267,0.324,0.324,0.324,0.324,0,0,0,0,0,0,0,0,0.29650000000000004,0.37,0.30820000000000003,0.3436,0.3259
598,overwhelm,0,0,0,0,0.13599999999999998,0.13599999999999998,0.13599999999999998,0.13599999999999998,0.255,0.255,0.255,0.255,0,0,0,0,0,0,0,0,0.277,0.277,0.277,0.277,0.1943333333333333,0.27799999999999997,0.20099999999999998,0.27133333333333337,0.23616666666666666
599,pain,0,0,0,0,0.394,0.394,0.394,0.394,0.292,0.292,0.292,0.292,0,0,0,0,0,0,0,0,0.22400000000000003,0.22400000000000003,0.22400000000000003,0.22400000000000003,0.31483333333333335,0.3035,0.3218333333333333,0.29650000000000004,0.30916666666666665
600,panic,0.14,0.14,0.14,0.14,0.16099999999999998,0.16099999999999998,0.16099999999999998,0.16099999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19925,0.29399999999999993,0.27599999999999997,0.18566666666666662,0.2308333333333333
601,pause,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0.167,0.167,0.167,0.45199999999999996,0.45199999999999996,0.45199999999999996,0.45199999999999996,0,0,0,0,0.29725,0.27049999999999996,0.23466666666666666,0.342,0.28833333333333333
602,perceive,0.5639999999999998,0.5639999999999998,0.5639999999999998,0.5639999999999998,0,0,0,0,0.613,0.613,0.613,0.613,0,0,0,0,0,0,0,0,0.673,0.673,0.673,0.673,0.5368333333333335,0.6036666666666667,0.49066666666666664,0.6498333333333334,0.5702499999999999
603,permit,0.41500000000000004,0.41500000000000004,0.41500000000000004,0.41500000000000004,0.3590000000000001,0.3590000000000001,0.3590000000000001,0.3590000000000001,0.43900000000000006,0.43900000000000006,0.43900000000000006,0.43900000000000006,0.46699999999999997,0.46699999999999997,0.46699999999999997,0.46699999999999997,0.41900000000000004,0.41900000000000004,0.41900000000000004,0.41900000000000004,0.628,0.628,0.628,0.628,0.4360833333333333,0.44887499999999997,0.4179,0.46449999999999997,0.44120000000000004
604,perplex,0,0,0,0,0.274,0.274,0.274,0.274,0.43100000000000005,0.43100000000000005,0.43100000000000005,0.43100000000000005,0,0,0,0,0,0,0,0,0.17800000000000002,0.17800000000000002,0.17800000000000002,0.17800000000000002,0.2746666666666666,0.429,0.3224,0.35040000000000004,0.33640000000000003
605,persuade,0,0,0,0,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.255,0.255,0.255,0.255,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0.33,0.38999999999999996,0.4315,0.4448333333333333,0.3766666666666667,0.41075
606,perturb,0,0,0,0,0.43099999999999994,0.43099999999999994,0.43099999999999994,0.43099999999999994,0.37800000000000006,0.37800000000000006,0.37800000000000006,0.37800000000000006,0,0,0,0,0,0,0,0,0.12999999999999998,0.12999999999999998,0.12999999999999998,0.12999999999999998,0.30700000000000005,0,0.30100000000000005,0.31300000000000006,0.30700000000000005
607,pester,0,0,0,0,0.297,0.297,0.297,0.297,0.28500000000000003,0.28500000000000003,0.28500000000000003,0.28500000000000003,0,0,0,0,0.21100000000000002,0.21100000000000002,0.21100000000000002,0.21100000000000002,0.123,0.123,0.123,0.123,0.274875,0.28125,0.31683333333333336,0.23716666666666664,0.27699999999999997
608,petition,0.362,0.362,0.362,0.362,0.288,0.288,0.288,0.288,0.422,0.422,0.422,0.422,0.384,0.384,0.384,0.384,0.315,0.315,0.315,0.315,0.263,0.263,0.263,0.263,0.3394166666666667,0.3928333333333335,0.3488888888888889,0.36555555555555563,0.3572222222222222
609,petrify,0,0,0,0,0.305,0.305,0.305,0.305,0.10299999999999998,0.10299999999999998,0.10299999999999998,0.10299999999999998,0,0,0,0,0,0,0,0,0.304,0.304,0.304,0.304,0.2496666666666667,0.25616666666666665,0.25533333333333336,0.2505,0.2529166666666667
610,phone,0.29500000000000004,0.29500000000000004,0.29500000000000004,0.29500000000000004,0,0,0,0,0.311,0.311,0.311,0.311,0.227,0.227,0.227,0.227,0,0,0,0,0,0,0,0,0.2835000000000001,0.307,0.316,0.2698,0.29289999999999994
611,pick,0,0,0,0,0,0,0,0,0.5579999999999999,0.5579999999999999,0.5579999999999999,0.5579999999999999,0.733,0.733,0.733,0.733,0.461,0.461,0.461,0.461,0.433,0.433,0.433,0.433,0.5078750000000001,0.434,0.47700000000000004,0.4754285714285714,0.4762142857142858
612,picket,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0.221,0.221,0.221,0.20500000000000002,0.20500000000000002,0.20500000000000002,0.20500000000000002,0,0,0,0,0.26925,0.3055,0.31700000000000006,0.24566666666666667,0.28133333333333327
613,picture,0.502,0.502,0.502,0.502,0,0,0,0,0.366,0.366,0.366,0.366,0,0,0,0,0.372,0.372,0.372,0.372,0.704,0.704,0.704,0.704,0.46637500000000004,0.506,0.4565,0.5026666666666666,0.4795833333333333
614,piece_together,0.31,0.31,0.31,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4579999999999999,0.4579999999999999,0.4579999999999999,0.4579999999999999,0.3505,0.4080000000000001,0.33833333333333343,0.401,0.3696666666666666
615,pine,0.358,0.358,0.358,0.358,0.312,0.312,0.312,0.312,0,0,0,0,0.32399999999999995,0.32399999999999995,0.32399999999999995,0.32399999999999995,0.333,0.333,0.333,0.333,0,0,0,0,0.343625,0.3235,0.3482,0.331,0.33959999999999996
616,pinpoint,0.531,0.531,0.531,0.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43550000000000005,0.301,0.30100000000000005,0.43549999999999994,0.36825
617,pity,0.13299999999999998,0.13299999999999998,0.13299999999999998,0.13299999999999998,0,0,0,0,0.31899999999999995,0.31899999999999995,0.31899999999999995,0.31899999999999995,0,0,0,0,0,0,0,0,0.251,0.251,0.251,0.251,0.32316666666666666,0.29300000000000004,0.37225,0.259,0.315625
618,placate,0,0,0,0,0.4669999999999999,0.4669999999999999,0.4669999999999999,0.4669999999999999,0.43900000000000006,0.43900000000000006,0.43900000000000006,0.43900000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0.38575,0.42200000000000004,0.38233333333333336,0.4133333333333333,0.39783333333333337
619,plan,0,0,0,0,0,0,0,0,0,0,0,0,0.317,0.317,0.317,0.317,0.5289999999999999,0.5289999999999999,0.5289999999999999,0.5289999999999999,0,0,0,0,0.4335,0.5081666666666667,0.47199999999999986,0.48460000000000003,0.4783
620,plead,0.44699999999999995,0.44699999999999995,0.44699999999999995,0.44699999999999995,0,0,0,0,0.2800000000000001,0.2800000000000001,0.2800000000000001,0.2800000000000001,0,0,0,0,0.238,0.238,0.238,0.238,0,0,0,0,0.3236666666666667,0.34425,0.3058,0.358,0.3319
621,please,0,0,0,0,0.42700000000000005,0.42700000000000005,0.42700000000000005,0.42700000000000005,0.532,0.532,0.532,0.532,0.5119999999999999,0.5119999999999999,0.5119999999999999,0.5119999999999999,0,0,0,0,0.39,0.39,0.39,0.39,0.45837500000000003,0.499,0.458,0.49357142857142855,0.47578571428571437
622,plot,0.254,0.254,0.254,0.254,0,0,0,0,0,0,0,0,0.259,0.259,0.259,0.259,0.32,0.32,0.32,0.32,0,0,0,0,0.2776666666666666,0.37525,0.3098,0.3236,0.31670000000000004
623,point_out,0.36899999999999994,0.36899999999999994,0.36899999999999994,0.36899999999999994,0,0,0,0,0.298,0.298,0.298,0.298,0,0,0,0,0,0,0,0,0.538,0.538,0.538,0.538,0.32116666666666666,0.384,0.2674,0.42519999999999997,0.34630000000000005
624,ponder,0.33,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0.40499999999999997,0.40499999999999997,0.40499999999999997,0.40499999999999997,0.389,0.389,0.389,0.389,0.394,0.394,0.394,0.394,0.3525,0.37449999999999994,0.3196,0.3942,0.3568999999999999
625,pontificate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.24,0.24,0.24,0,0,0,0,0.25199999999999995,0,0.264,0.24,0.25199999999999995
626,portend,0.269,0.269,0.269,0.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,0.4545,0.39249999999999996,0.4,0.39625
627,portray,0.493,0.493,0.493,0.493,0,0,0,0,0.5519999999999999,0.5519999999999999,0.5519999999999999,0.5519999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.51125,0.41275000000000006,0.5485,0.480625
628,posit,0.5389999999999999,0.5389999999999999,0.5389999999999999,0.5389999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0.388,0.388,0.388,0.388,0.5900000000000001,0.5900000000000001,0.5900000000000001,0.5900000000000001,0.45916666666666667,0.3949999999999999,0.421,0.46525,0.44312500000000005
629,post,0.39699999999999996,0.39699999999999996,0.39699999999999996,0.39699999999999996,0,0,0,0,0.37199999999999994,0.37199999999999994,0.37199999999999994,0.37199999999999994,0.28300000000000003,0.28300000000000003,0.28300000000000003,0.28300000000000003,0,0,0,0,0,0,0,0,0.3376666666666666,0.31849999999999995,0.35225,0.3135,0.332875
630,pout,0.32599999999999996,0.32599999999999996,0.32599999999999996,0.32599999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25599999999999995,0.384,0.24500000000000002,0.395,0.32
631,praise,0.327,0.327,0.327,0.327,0.383,0.383,0.383,0.383,0.257,0.257,0.257,0.257,0,0,0,0,0,0,0,0,0.4050000000000001,0.4050000000000001,0.4050000000000001,0.4050000000000001,0.30287499999999995,0.37024999999999997,0.27899999999999997,0.3716666666666667,0.32533333333333336
632,pray,0.30199999999999994,0.30199999999999994,0.30199999999999994,0.30199999999999994,0,0,0,0,0,0,0,0,0.302,0.302,0.302,0.302,0.341,0.341,0.341,0.341,0,0,0,0,0.30816666666666664,0.4215000000000001,0.37016666666666675,0.35950000000000004,0.36483333333333334
633,preach,0.339,0.339,0.339,0.339,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0.271,0.271,0.271,0.271,0,0,0,0,0.3525,0.36925,0.3612,0.35719999999999996,0.35919999999999996
634,predict,0.45,0.45,0.45,0.45,0,0,0,0,0.41100000000000003,0.41100000000000003,0.41100000000000003,0.41100000000000003,0.286,0.286,0.286,0.286,0.5429999999999999,0.5429999999999999,0.5429999999999999,0.5429999999999999,0.43800000000000006,0.43800000000000006,0.43800000000000006,0.43800000000000006,0.4775999999999999,0.4778333333333334,0.5235,0.43187499999999995,0.47768750000000004
635,prefer,0.499,0.499,0.499,0.499,0,0,0,0,0,0,0,0,0.61,0.61,0.61,0.61,0.44400000000000006,0.44400000000000006,0.44400000000000006,0.44400000000000006,0.378,0.378,0.378,0.378,0.5705,0.637,0.664875,0.5426249999999999,0.60375
636,prejudge,0.293,0.293,0.293,0.293,0,0,0,0,0.282,0.282,0.282,0.282,0,0,0,0,0,0,0,0,0.433,0.433,0.433,0.433,0.30033333333333334,0.4109999999999999,0.299,0.35700000000000004,0.328
637,prepare,0,0,0,0,0,0,0,0,0.40700000000000003,0.40700000000000003,0.40700000000000003,0.40700000000000003,0.328,0.328,0.328,0.328,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.352,0.352,0.352,0.352,0.35375,0.410875,0.37687499999999996,0.38775000000000004,0.3823125
638,present,0.29100000000000004,0.29100000000000004,0.29100000000000004,0.29100000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496,0.496,0.496,0.496,0.38825000000000004,0.518,0.4473333333333334,0.4156666666666666,0.4315
639,press,0,0,0,0,0.21799999999999997,0.21799999999999997,0.21799999999999997,0.21799999999999997,0.33499999999999996,0.33499999999999996,0.33499999999999996,0.33499999999999996,0.29300000000000004,0.29300000000000004,0.29300000000000004,0.29300000000000004,0.32199999999999995,0.32199999999999995,0.32199999999999995,0.32199999999999995,0.369,0.369,0.369,0.369,0.2854,0.32749999999999996,0.25975000000000004,0.34262499999999996,0.30118750000000005
640,pressure,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.333,0.347,0.347,0.347,0.347,0.39699999999999996,0.39699999999999996,0.39699999999999996,0.39699999999999996,0.26799999999999996,0.26799999999999996,0.26799999999999996,0.26799999999999996,0.331375,0.30250000000000005,0.30760000000000004,0.3436,0.3256
641,presume,0.7030000000000001,0.7030000000000001,0.7030000000000001,0.7030000000000001,0,0,0,0,0.382,0.382,0.382,0.382,0.449,0.449,0.449,0.449,0,0,0,0,0.5740000000000001,0.5740000000000001,0.5740000000000001,0.5740000000000001,0.526125,0.5801666666666667,0.5412857142857143,0.5572857142857144,0.5492857142857144
642,presuppose,0.4069999999999999,0.4069999999999999,0.4069999999999999,0.4069999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5690000000000001,0.5690000000000001,0.5690000000000001,0.5690000000000001,0.41575000000000006,0.5229999999999999,0.413,0.49000000000000005,0.45150000000000007
643,pretend,0.542,0.542,0.542,0.542,0,0,0,0,0,0,0,0,0.377,0.377,0.377,0.377,0.395,0.395,0.395,0.395,0,0,0,0,0.39433333333333337,0.3375000000000001,0.3286666666666666,0.4031666666666667,0.3659166666666666
644,print,0.378,0.378,0.378,0.378,0,0,0,0,0,0,0,0,0,0,0,0,0.388,0.388,0.388,0.388,0,0,0,0,0.32250000000000006,0,0.262,0.383,0.32250000000000006
645,probe,0,0,0,0,0,0,0,0,0.377,0.377,0.377,0.377,0,0,0,0,0,0,0,0,0,0,0,0,0.362,0,0.347,0.377,0.362
646,proclaim,0.546,0.546,0.546,0.546,0,0,0,0,0,0,0,0,0.34700000000000003,0.34700000000000003,0.34700000000000003,0.34700000000000003,0.6779999999999999,0.6779999999999999,0.6779999999999999,0.6779999999999999,0.5509999999999999,0.5509999999999999,0.5509999999999999,0.5509999999999999,0.4387499999999999,0.44275000000000003,0.38875000000000004,0.49275,0.44075
647,procrastinate,0,0,0,0,0,0,0,0,0,0,0,0,0.22000000000000003,0.22000000000000003,0.22000000000000003,0.22000000000000003,0.16,0.16,0.16,0.16,0,0,0,0,0.2435,0.2285,0.24166666666666667,0.23533333333333334,0.23850000000000002
648,prohibit,0,0,0,0,0,0,0,0,0.27,0.27,0.27,0.27,0.35100000000000003,0.35100000000000003,0.35100000000000003,0.35100000000000003,0,0,0,0,0.518,0.518,0.518,0.518,0.30833333333333346,0.29775,0.243,0.36519999999999997,0.30410000000000004
649,promise,0.29100000000000004,0.29100000000000004,0.29100000000000004,0.29100000000000004,0.333,0.333,0.333,0.333,0.34199999999999997,0.34199999999999997,0.34199999999999997,0.34199999999999997,0.23500000000000001,0.23500000000000001,0.23500000000000001,0.23500000000000001,0.19,0.19,0.19,0.19,0.17700000000000002,0.17700000000000002,0.17700000000000002,0.17700000000000002,0.29825000000000007,0.31358333333333327,0.3223333333333334,0.2895,0.30591666666666667
650,prompt,0.28900000000000003,0.28900000000000003,0.28900000000000003,0.28900000000000003,0.391,0.391,0.391,0.391,0.325,0.325,0.325,0.325,0.36400000000000005,0.36400000000000005,0.36400000000000005,0.36400000000000005,0,0,0,0,0.278,0.278,0.278,0.278,0.3592000000000001,0.367625,0.36300000000000004,0.3628888888888889,0.3629444444444445
651,prophesy,0.321,0.321,0.321,0.321,0,0,0,0,0.257,0.257,0.257,0.257,0.49400000000000005,0.49400000000000005,0.49400000000000005,0.49400000000000005,0,0,0,0,0.5170000000000001,0.5170000000000001,0.5170000000000001,0.5170000000000001,0.394625,0.3596666666666667,0.39385714285714285,0.3654285714285714,0.3796428571428571
652,propose,0.475,0.475,0.475,0.475,0,0,0,0,0.33799999999999997,0.33799999999999997,0.33799999999999997,0.33799999999999997,0.33499999999999996,0.33499999999999996,0.33499999999999996,0.33499999999999996,0.363,0.363,0.363,0.363,0.372,0.372,0.372,0.372,0.42200000000000004,0.5196249999999999,0.5058888888888889,0.4248888888888889,0.46538888888888896
653,protest,0.4149999999999999,0.4149999999999999,0.4149999999999999,0.4149999999999999,0,0,0,0,0,0,0,0,0.46099999999999997,0.46099999999999997,0.46099999999999997,0.46099999999999997,0.355,0.355,0.355,0.355,0,0,0,0,0.36316666666666664,0.3035,0.30720000000000003,0.37140000000000006,0.3393
