,verb,"NP V that S{first, past}","NP V that S{third, past}","NP V that S{first, present}","NP V that S{third, present}","NP be V that S{first, past}","NP be V that S{third, past}","NP be V that S{first, present}","NP be V that S{third, present}","NP be V to VP[+eventive]{first, past}","NP be V to VP[+eventive]{third, past}","NP be V to VP[+eventive]{first, present}","NP be V to VP[+eventive]{third, present}","NP V to VP[+eventive]{first, past}","NP V to VP[+eventive]{third, past}","NP V to VP[+eventive]{first, present}","NP V to VP[+eventive]{third, present}","NP V to VP[-eventive]{first, past}","NP V to VP[-eventive]{third, past}","NP V to VP[-eventive]{first, present}","NP V to VP[-eventive]{third, present}","NP be V to VP[-eventive]{first, past}","NP be V to VP[-eventive]{third, past}","NP be V to VP[-eventive]{first, present}","NP be V to VP[-eventive]{third, present}",tense: past,tense: present,subject: first,subject: third,total
215,deceive,0,0,0,0,0.246,0.246,0.246,0.246,0.2859999999999999,0.2859999999999999,0.2859999999999999,0.2859999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0.28575,0.3485,0.30733333333333335,0.306,0.30666666666666664
216,decide,0.466,0.466,0.466,0.466,0,0,0,0,0,0,0,0,0.641,0.641,0.641,0.641,0.6319999999999999,0.6319999999999999,0.6319999999999999,0.6319999999999999,0,0,0,0,0.5011666666666666,0.4745,0.4875,0.48816666666666675,0.48783333333333334
217,declare,0.39899999999999997,0.39899999999999997,0.39899999999999997,0.39899999999999997,0,0,0,0,0.509,0.509,0.509,0.509,0.535,0.535,0.535,0.535,0.44399999999999995,0.44399999999999995,0.44399999999999995,0.44399999999999995,0.59,0.59,0.59,0.59,0.5098999999999999,0.43425,0.4862222222222223,0.4663333333333333,0.47627777777777774
218,decline,0.40499999999999997,0.40499999999999997,0.40499999999999997,0.40499999999999997,0,0,0,0,0.373,0.373,0.373,0.373,0.352,0.352,0.352,0.352,0.35900000000000004,0.35900000000000004,0.35900000000000004,0.35900000000000004,0.262,0.262,0.262,0.262,0.3411,0.365,0.33242857142857146,0.36342857142857155,0.3479285714285715
219,decree,0.38,0.38,0.38,0.38,0,0,0,0,0.27999999999999997,0.27999999999999997,0.27999999999999997,0.27999999999999997,0.402,0.402,0.402,0.402,0.41900000000000004,0.41900000000000004,0.41900000000000004,0.41900000000000004,0.41200000000000003,0.41200000000000003,0.41200000000000003,0.41200000000000003,0.3666,0.4303333333333333,0.357375,0.42362500000000003,0.39049999999999996
220,decry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41850000000000004,0.41200000000000003,0.425,0.41850000000000004
221,deduce,0.36100000000000004,0.36100000000000004,0.36100000000000004,0.36100000000000004,0,0,0,0,0,0,0,0,0.352,0.352,0.352,0.352,0.507,0.507,0.507,0.507,0,0,0,0,0.40116666666666667,0.6265,0.45949999999999996,0.45549999999999996,0.4575
222,deem,0.525,0.525,0.525,0.525,0,0,0,0,0.5399999999999998,0.5399999999999998,0.5399999999999998,0.5399999999999998,0.6159999999999999,0.6159999999999999,0.6159999999999999,0.6159999999999999,0.5730000000000001,0.5730000000000001,0.5730000000000001,0.5730000000000001,0.541,0.541,0.541,0.541,0.5424,0.5745,0.5522500000000001,0.556625,0.5544375
223,defend,0.46299999999999997,0.46299999999999997,0.46299999999999997,0.46299999999999997,0,0,0,0,0.259,0.259,0.259,0.259,0,0,0,0,0,0,0,0,0,0,0,0,0.33275,0.37649999999999995,0.275,0.4196666666666666,0.3473333333333333
224,define,0.341,0.341,0.341,0.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43099999999999994,0,0.521,0.341,0.43099999999999994
225,deject,0,0,0,0,0,0,0,0,0.267,0.267,0.267,0.267,0,0,0,0,0,0,0,0,0,0,0,0,0.28500000000000003,0,0.30300000000000005,0.267,0.28500000000000003
226,deliberate,0.45,0.45,0.45,0.45,0,0,0,0,0.257,0.257,0.257,0.257,0.253,0.253,0.253,0.253,0.27799999999999997,0.27799999999999997,0.27799999999999997,0.27799999999999997,0,0,0,0,0.33849999999999997,0.3330000000000001,0.3608,0.314,0.33740000000000003
227,delight,0,0,0,0,0.251,0.251,0.251,0.251,0.627,0.627,0.627,0.627,0,0,0,0,0,0,0,0,0.5599999999999999,0.5599999999999999,0.5599999999999999,0.5599999999999999,0.4566666666666666,0.4728333333333333,0.4648333333333334,0.4646666666666667,0.46475000000000005
228,delineate,0.3370000000000001,0.3370000000000001,0.3370000000000001,0.3370000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293,0,0.24900000000000003,0.3370000000000001,0.293
229,delude,0,0,0,0,0.29100000000000004,0.29100000000000004,0.29100000000000004,0.29100000000000004,0,0,0,0,0.583,0.583,0.583,0.583,0,0,0,0,0,0,0,0,0.37725,0.231,0.2653333333333333,0.3916666666666666,0.32849999999999996
230,demand,0.509,0.509,0.509,0.509,0,0,0,0,0.402,0.402,0.402,0.402,0.213,0.213,0.213,0.213,0.24900000000000003,0.24900000000000003,0.24900000000000003,0.24900000000000003,0,0,0,0,0.339375,0.26016666666666666,0.32885714285714285,0.2820000000000001,0.30542857142857144
231,demean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0.292,0.292,0.292,0.26250000000000007,0,0.233,0.292,0.26250000000000007
232,demonstrate,0.46299999999999997,0.46299999999999997,0.46299999999999997,0.46299999999999997,0,0,0,0,0,0,0,0,0.313,0.313,0.313,0.313,0,0,0,0,0.39699999999999996,0.39699999999999996,0.39699999999999996,0.39699999999999996,0.396,0.42325,0.374,0.43979999999999997,0.4069
233,demoralize,0,0,0,0,0.25199999999999995,0.25199999999999995,0.25199999999999995,0.25199999999999995,0.48600000000000004,0.48600000000000004,0.48600000000000004,0.48600000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0.313,0.28650000000000003,0.26375000000000004,0.33575,0.29975
234,demystify,0,0,0,0,0.32699999999999996,0.32699999999999996,0.32699999999999996,0.32699999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3425000000000001,0,0.358,0.32699999999999996,0.3425000000000001
235,denounce,0.23200000000000004,0.23200000000000004,0.23200000000000004,0.23200000000000004,0,0,0,0,0.409,0.409,0.409,0.409,0,0,0,0,0.3390000000000001,0.3390000000000001,0.3390000000000001,0.3390000000000001,0.3,0.3,0.3,0.3,0.31925,0.3705,0.32359999999999994,0.3354,0.3295
236,deny,0.27999999999999997,0.27999999999999997,0.27999999999999997,0.27999999999999997,0,0,0,0,0.381,0.381,0.381,0.381,0.257,0.257,0.257,0.257,0.29900000000000004,0.29900000000000004,0.29900000000000004,0.29900000000000004,0.369,0.369,0.369,0.369,0.29309999999999997,0.36533333333333334,0.281375,0.359,0.3201875
237,depict,0.471,0.471,0.471,0.471,0,0,0,0,0.44300000000000006,0.44300000000000006,0.44300000000000006,0.44300000000000006,0,0,0,0,0.409,0.409,0.409,0.409,0.646,0.646,0.646,0.646,0.49874999999999997,0.48599999999999993,0.4653333333333334,0.5236666666666667,0.49450000000000005
238,deplore,0.413,0.413,0.413,0.413,0.293,0.293,0.293,0.293,0,0,0,0,0.233,0.233,0.233,0.233,0,0,0,0,0,0,0,0,0.3521666666666667,0,0.39133333333333337,0.313,0.3521666666666667
239,depress,0,0,0,0,0.173,0.173,0.173,0.173,0.298,0.298,0.298,0.298,0,0,0,0,0,0,0,0,0.183,0.183,0.183,0.183,0.29600000000000004,0.40099999999999997,0.34800000000000003,0.2965,0.32225000000000004
240,derive,0.492,0.492,0.492,0.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5105,0.563,0.53,0.5435000000000001,0.53675
241,describe,0.24099999999999996,0.24099999999999996,0.24099999999999996,0.24099999999999996,0,0,0,0,0.36499999999999994,0.36499999999999994,0.36499999999999994,0.36499999999999994,0,0,0,0,0,0,0,0,0.41500000000000004,0.41500000000000004,0.41500000000000004,0.41500000000000004,0.388,0.4018333333333333,0.4180000000000001,0.3718333333333333,0.3949166666666667
242,deserve,0,0,0,0,0,0,0,0,0,0,0,0,0.5469999999999999,0.5469999999999999,0.5469999999999999,0.5469999999999999,0.79,0.79,0.79,0.79,0,0,0,0,0.64325,0.6395,0.6297499999999999,0.653,0.641375
243,design,0,0,0,0,0,0,0,0,0,0,0,0,0.473,0.473,0.473,0.473,0.288,0.288,0.288,0.288,0,0,0,0,0.404,0.3929999999999999,0.41866666666666663,0.38199999999999995,0.4003333333333333
244,designate,0,0,0,0,0,0,0,0,0.43600000000000005,0.43600000000000005,0.43600000000000005,0.43600000000000005,0,0,0,0,0,0,0,0,0.48900000000000005,0.48900000000000005,0.48900000000000005,0.48900000000000005,0.4085,0.5375,0.41825,0.5277499999999999,0.47300000000000003
245,desire,0.5780000000000001,0.5780000000000001,0.5780000000000001,0.5780000000000001,0,0,0,0,0.475,0.475,0.475,0.475,0.6460000000000001,0.6460000000000001,0.6460000000000001,0.6460000000000001,0.65,0.65,0.65,0.65,0.31999999999999995,0.31999999999999995,0.31999999999999995,0.31999999999999995,0.5330999999999999,0.5965,0.5539999999999998,0.5484285714285715,0.5512142857142858
246,despair,0.28900000000000003,0.28900000000000003,0.28900000000000003,0.28900000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0.29000000000000004,0.29000000000000004,0.29000000000000004,0.29000000000000004,0.357,0.357,0.357,0.357,0.3138333333333333,0.30900000000000005,0.3245,0.30075,0.31262500000000004
247,despise,0.381,0.381,0.381,0.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4164999999999999,0.219,0.34700000000000003,0.2885,0.31775000000000003
248,detail,0,0,0,0,0,0,0,0,0.386,0.386,0.386,0.386,0,0,0,0,0,0,0,0,0,0,0,0,0.2455,0.40700000000000003,0.2759999999999999,0.37650000000000006,0.32625000000000004
249,detect,0.329,0.329,0.329,0.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.73,0.73,0.73,0.49399999999999994,0.4659999999999999,0.4763333333333334,0.493,0.48466666666666663
250,determine,0.449,0.449,0.449,0.449,0.53,0.53,0.53,0.53,0.5559999999999999,0.5559999999999999,0.5559999999999999,0.5559999999999999,0.596,0.596,0.596,0.596,0.5519999999999999,0.5519999999999999,0.5519999999999999,0.5519999999999999,0.562,0.562,0.562,0.562,0.47241666666666665,0.3955,0.3918999999999999,0.4914,0.44165
251,detest,0.46900000000000003,0.46900000000000003,0.46900000000000003,0.46900000000000003,0,0,0,0,0,0,0,0,0.288,0.288,0.288,0.288,0,0,0,0,0,0,0,0,0.3465,0.33849999999999997,0.314,0.371,0.34249999999999997
252,devastate,0,0,0,0,0.094,0.094,0.094,0.094,0.16199999999999998,0.16199999999999998,0.16199999999999998,0.16199999999999998,0,0,0,0,0,0,0,0,0.392,0.392,0.392,0.392,0.22616666666666668,0.27875,0.297,0.1974,0.24720000000000006
253,devise,0.384,0.384,0.384,0.384,0,0,0,0,0.372,0.372,0.372,0.372,0.47700000000000004,0.47700000000000004,0.47700000000000004,0.47700000000000004,0.313,0.313,0.313,0.313,0,0,0,0,0.370375,0.4505,0.3478,0.42500000000000004,0.3864000000000001
254,diagnose,0.33199999999999996,0.33199999999999996,0.33199999999999996,0.33199999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595,0.595,0.595,0.595,0.4835,0.48624999999999996,0.4845,0.48525,0.484875
255,dictate,0.495,0.495,0.495,0.495,0.386,0.386,0.386,0.386,0,0,0,0,0.36499999999999994,0.36499999999999994,0.36499999999999994,0.36499999999999994,0.387,0.387,0.387,0.387,0,0,0,0,0.40512499999999996,0.373,0.3888000000000001,0.4086,0.3987
256,dig,0,0,0,0,0,0,0,0,0,0,0,0,0.396,0.396,0.396,0.396,0,0,0,0,0,0,0,0,0.36800000000000005,0,0.34,0.396,0.36800000000000005
257,direct,0.46299999999999997,0.46299999999999997,0.46299999999999997,0.46299999999999997,0,0,0,0,0.49399999999999994,0.49399999999999994,0.49399999999999994,0.49399999999999994,0,0,0,0,0,0,0,0,0.5040000000000001,0.5040000000000001,0.5040000000000001,0.5040000000000001,0.4106666666666667,0.4467499999999999,0.36400000000000005,0.4862,0.42510000000000003
258,disagree,0.24700000000000005,0.24700000000000005,0.24700000000000005,0.24700000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3035,0.45,0.382,0.3715,0.37675000000000003
259,disallow,0,0,0,0,0,0,0,0,0.324,0.324,0.324,0.324,0,0,0,0,0,0,0,0,0.23900000000000002,0.23900000000000002,0.23900000000000002,0.23900000000000002,0.27025,0.3515,0.2743333333333334,0.3203333333333333,0.2973333333333333
260,disappoint,0.398,0.398,0.398,0.398,0.365,0.365,0.365,0.365,0.187,0.187,0.187,0.187,0,0,0,0,0,0,0,0,0.313,0.313,0.313,0.313,0.307625,0.33683333333333343,0.3092857142857143,0.331,0.3201428571428571
261,disapprove,0.43,0.43,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0.34500000000000003,0.34500000000000003,0.34500000000000003,0.34500000000000003,0.37,0.37,0.37,0.37,0.3539999999999999,0,0.3263333333333333,0.3816666666666667,0.3539999999999999
262,disbelieve,0.36499999999999994,0.36499999999999994,0.36499999999999994,0.36499999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40549999999999997,0.5175,0.4915000000000001,0.43150000000000005,0.4615
263,discern,0.5199999999999999,0.5199999999999999,0.5199999999999999,0.5199999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582,0.582,0.582,0.582,0.54075,0,0.5305,0.5509999999999999,0.54075
264,discipline,0,0,0,0,0,0,0,0,0.24500000000000002,0.24500000000000002,0.24500000000000002,0.24500000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0.26649999999999996,0.2755,0.25599999999999995,0.26575000000000004
265,disclose,0.316,0.316,0.316,0.316,0,0,0,0,0,0,0,0,0.386,0.386,0.386,0.386,0.527,0.527,0.527,0.527,0.37700000000000006,0.37700000000000006,0.37700000000000006,0.37700000000000006,0.395625,0.39583333333333326,0.3787142857142856,0.4127142857142857,0.39571428571428574
266,disconcert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27599999999999997,0.27599999999999997,0.27599999999999997,0.27599999999999997,0.22600000000000003,0,0.176,0.27599999999999997,0.22600000000000003
267,discourage,0,0,0,0,0.28200000000000003,0.28200000000000003,0.28200000000000003,0.28200000000000003,0.354,0.354,0.354,0.354,0,0,0,0,0,0,0,0,0.24099999999999996,0.24099999999999996,0.24099999999999996,0.24099999999999996,0.32,0.35225,0.35400000000000004,0.3118,0.3329
268,discover,0.43499999999999994,0.43499999999999994,0.43499999999999994,0.43499999999999994,0,0,0,0,0.45899999999999996,0.45899999999999996,0.45899999999999996,0.45899999999999996,0,0,0,0,0,0,0,0,0.7110000000000001,0.7110000000000001,0.7110000000000001,0.7110000000000001,0.43883333333333335,0.5479999999999999,0.40240000000000004,0.5626,0.4825
269,discuss,0.267,0.267,0.267,0.267,0,0,0,0,0,0,0,0,0.182,0.182,0.182,0.182,0,0,0,0,0,0,0,0,0.2785,0.20049999999999998,0.289,0.21600000000000003,0.2525
270,disgrace,0,0,0,0,0.10200000000000001,0.10200000000000001,0.10200000000000001,0.10200000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0.31799999999999995,0.31799999999999995,0.31799999999999995,0.31799999999999995,0.19825,0.3105,0.2575,0.25125000000000003,0.254375
271,disgruntle,0,0,0,0,0.24500000000000002,0.24500000000000002,0.24500000000000002,0.24500000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0.295,0.295,0.295,0.295,0.2995,0.24649999999999997,0.29760000000000003,0.2378,0.2677
272,disgust,0,0,0,0,0.32999999999999996,0.32999999999999996,0.32999999999999996,0.32999999999999996,0.163,0.163,0.163,0.163,0,0,0,0,0,0,0,0,0.32899999999999996,0.32899999999999996,0.32899999999999996,0.32899999999999996,0.22549999999999995,0.2683333333333333,0.2196666666666667,0.27416666666666667,0.2469166666666667
273,dishearten,0,0,0,0,0.28200000000000003,0.28200000000000003,0.28200000000000003,0.28200000000000003,0.434,0.434,0.434,0.434,0,0,0,0,0,0,0,0,0,0,0,0,0.31399999999999995,0.355,0.28200000000000003,0.37333333333333335,0.32766666666666666
274,disillusion,0,0,0,0,0.36,0.36,0.36,0.36,0.438,0.438,0.438,0.438,0,0,0,0,0.268,0.268,0.268,0.268,0.20099999999999998,0.20099999999999998,0.20099999999999998,0.20099999999999998,0.277875,0.21800000000000003,0.248,0.28380000000000005,0.26589999999999997
275,dislike,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0.278,0.278,0.278,0.278,0.40499999999999997,0.40499999999999997,0.40499999999999997,0.40499999999999997,0,0,0,0,0.3495,0.29975000000000007,0.3464,0.31279999999999997,0.3296
276,dismay,0.192,0.192,0.192,0.192,0.28500000000000003,0.28500000000000003,0.28500000000000003,0.28500000000000003,0.223,0.223,0.223,0.223,0,0,0,0,0,0,0,0,0.27,0.27,0.27,0.27,0.279875,0.4022499999999999,0.3436666666666667,0.2976666666666667,0.3206666666666667
277,dismiss,0.281,0.281,0.281,0.281,0,0,0,0,0.375,0.375,0.375,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0.2875,0.32925,0.29500000000000004,0.32175000000000004,0.30837499999999995
278,disparage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39399999999999996,0.39399999999999996,0.39399999999999996,0.39399999999999996,0.37699999999999995,0.3995,0.35750000000000004,0.41899999999999993,0.38824999999999993
279,dispatch,0.41200000000000003,0.41200000000000003,0.41200000000000003,0.41200000000000003,0,0,0,0,0.361,0.361,0.361,0.361,0.256,0.256,0.256,0.256,0,0,0,0,0,0,0,0,0.3435000000000001,0.347,0.32025,0.36850000000000005,0.344375
280,dispel,0.533,0.533,0.533,0.533,0.192,0.192,0.192,0.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38125,0.3955000000000001,0.37699999999999995,0.39499999999999996,0.38599999999999995
281,dispirit,0,0,0,0,0.197,0.197,0.197,0.197,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.31225,0,0.32599999999999996,0.29850000000000004,0.31225
282,display,0.281,0.281,0.281,0.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36150000000000004,0.42400000000000004,0.367,0.41850000000000004,0.39275000000000004
283,displease,0,0,0,0,0.27,0.27,0.27,0.27,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.42000000000000004,0,0,0,0,0,0,0,0,0.28900000000000003,0.28900000000000003,0.28900000000000003,0.28900000000000003,0.28099999999999997,0.27,0.24359999999999998,0.3096,0.2766
284,disprove,0.43000000000000005,0.43000000000000005,0.43000000000000005,0.43000000000000005,0.26799999999999996,0.26799999999999996,0.26799999999999996,0.26799999999999996,0.334,0.334,0.334,0.334,0,0,0,0,0.36099999999999993,0.36099999999999993,0.36099999999999993,0.36099999999999993,0.344,0.344,0.344,0.344,0.33610000000000007,0.35750000000000004,0.3186666666666667,0.3606666666666667,0.3396666666666667
285,dispute,0.162,0.162,0.162,0.162,0.16199999999999998,0.16199999999999998,0.16199999999999998,0.16199999999999998,0,0,0,0,0,0,0,0,0.39,0.39,0.39,0.39,0,0,0,0,0.251,0.3215,0.2855,0.25175000000000003,0.268625
286,disquiet,0,0,0,0,0.28700000000000003,0.28700000000000003,0.28700000000000003,0.28700000000000003,0.32499999999999996,0.32499999999999996,0.32499999999999996,0.32499999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0,0.21000000000000002,0.30600000000000005,0.258
287,disregard,0.176,0.176,0.176,0.176,0,0,0,0,0,0,0,0,0.269,0.269,0.269,0.269,0,0,0,0,0,0,0,0,0.23325,0.4425,0.2843333333333333,0.32166666666666666,0.30300000000000005
288,dissatisfy,0,0,0,0,0.367,0.367,0.367,0.367,0.308,0.308,0.308,0.308,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3008333333333334,0.36000000000000004,0.2966,0.35239999999999994,0.3245
289,distract,0,0,0,0,0.29,0.29,0.29,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23700000000000002,0,0.184,0.29,0.23700000000000002
290,distress,0,0,0,0,0.34099999999999997,0.34099999999999997,0.34099999999999997,0.34099999999999997,0,0,0,0,0.14400000000000002,0.14400000000000002,0.14400000000000002,0.14400000000000002,0,0,0,0,0,0,0,0,0.20250000000000004,0.1795,0.14966666666666664,0.24000000000000002,0.19483333333333333
291,distrust,0.32399999999999995,0.32399999999999995,0.32399999999999995,0.32399999999999995,0,0,0,0,0.13999999999999999,0.13999999999999999,0.13999999999999999,0.13999999999999999,0,0,0,0,0,0,0,0,0.182,0.182,0.182,0.182,0.26166666666666666,0.325,0.3078,0.2662,0.287
292,disturb,0,0,0,0,0.15899999999999997,0.15899999999999997,0.15899999999999997,0.15899999999999997,0.36700000000000005,0.36700000000000005,0.36700000000000005,0.36700000000000005,0,0,0,0,0,0,0,0,0.376,0.376,0.376,0.376,0.27249999999999996,0.40049999999999997,0.29075,0.31825000000000003,0.3045
293,dither,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30700000000000005,0.30700000000000005,0.30700000000000005,0.30700000000000005,0,0,0,0,0.2685,0,0.22999999999999998,0.30700000000000005,0.2685
294,divulge,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.42000000000000004,0,0,0,0,0.471,0.471,0.471,0.471,0.377,0.377,0.377,0.377,0.6329999999999999,0.6329999999999999,0.6329999999999999,0.6329999999999999,0.45699999999999996,0.45699999999999996,0.45699999999999996,0.45699999999999996,0.40379999999999994,0.3315,0.34628571428571425,0.42,0.3831428571428572
295,document,0.27199999999999996,0.27199999999999996,0.27199999999999996,0.27199999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339,0.339,0.339,0.339,0.36174999999999996,0.34975000000000006,0.39449999999999996,0.317,0.35575
296,doubt,0.37100000000000005,0.37100000000000005,0.37100000000000005,0.37100000000000005,0,0,0,0,0.265,0.265,0.265,0.265,0,0,0,0,0,0,0,0,0.372,0.372,0.372,0.372,0.332,0.5229999999999999,0.399,0.36050000000000004,0.37975
297,draw,0,0,0,0,0,0,0,0,0.6020000000000001,0.6020000000000001,0.6020000000000001,0.6020000000000001,0,0,0,0,0,0,0,0,0.40800000000000003,0.40800000000000003,0.40800000000000003,0.40800000000000003,0.42925,0.5069999999999999,0.393,0.5173333333333333,0.45516666666666666
298,drawl,0.36500000000000005,0.36500000000000005,0.36500000000000005,0.36500000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3045,0,0.244,0.36500000000000005,0.3045
299,dread,0.457,0.457,0.457,0.457,0,0,0,0,0,0,0,0,0.259,0.259,0.259,0.259,0.21199999999999997,0.21199999999999997,0.21199999999999997,0.21199999999999997,0.248,0.248,0.248,0.248,0.28925,0.2911666666666667,0.29157142857142865,0.2885714285714286,0.2900714285714286
300,dream,0.186,0.186,0.186,0.186,0,0,0,0,0,0,0,0,0.33799999999999997,0.33799999999999997,0.33799999999999997,0.33799999999999997,0.44299999999999995,0.44299999999999995,0.44299999999999995,0.44299999999999995,0,0,0,0,0.261,0.29133333333333333,0.2506666666666667,0.30166666666666664,0.27616666666666667
301,drone,0.31199999999999994,0.31199999999999994,0.31199999999999994,0.31199999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29050000000000004,0,0.269,0.31199999999999994,0.29050000000000004
302,dupe,0,0,0,0,0.248,0.248,0.248,0.248,0.23900000000000002,0.23900000000000002,0.23900000000000002,0.23900000000000002,0,0,0,0,0,0,0,0,0.316,0.316,0.316,0.316,0.29549999999999993,0.23600000000000004,0.28380000000000005,0.25960000000000005,0.2717
303,educate,0,0,0,0,0.32,0.32,0.32,0.32,0.502,0.502,0.502,0.502,0,0,0,0,0,0,0,0,0,0,0,0,0.37075,0.205,0.2826666666666666,0.34833333333333333,0.31549999999999995
304,elaborate,0.434,0.434,0.434,0.434,0,0,0,0,0,0,0,0,0,0,0,0,0.29100000000000004,0.29100000000000004,0.29100000000000004,0.29100000000000004,0,0,0,0,0.34400000000000003,0.496,0.38600000000000007,0.4033333333333333,0.39466666666666667
305,elate,0,0,0,0,0.381,0.381,0.381,0.381,0.53,0.53,0.53,0.53,0,0,0,0,0,0,0,0,0.202,0.202,0.202,0.202,0.3723333333333333,0.3888333333333333,0.38633333333333336,0.3748333333333333,0.38058333333333333
306,elect,0.40800000000000003,0.40800000000000003,0.40800000000000003,0.40800000000000003,0,0,0,0,0.316,0.316,0.316,0.316,0.5609999999999999,0.5609999999999999,0.5609999999999999,0.5609999999999999,0.457,0.457,0.457,0.457,0.43900000000000006,0.43900000000000006,0.43900000000000006,0.43900000000000006,0.4388,0.5558333333333333,0.492,0.47337500000000005,0.48268750000000005
307,electrify,0,0,0,0,0.195,0.195,0.195,0.195,0.279,0.279,0.279,0.279,0,0,0,0,0,0,0,0,0.34199999999999997,0.34199999999999997,0.34199999999999997,0.34199999999999997,0.29916666666666664,0.296,0.302,0.2938,0.29789999999999994
308,email,0.29100000000000004,0.29100000000000004,0.29100000000000004,0.29100000000000004,0.213,0.213,0.213,0.213,0.248,0.248,0.248,0.248,0.29500000000000004,0.29500000000000004,0.29500000000000004,0.29500000000000004,0,0,0,0,0.2,0.2,0.2,0.2,0.2882,0.257,0.2996666666666667,0.249,0.2743333333333334
309,embarrass,0,0,0,0,0.328,0.328,0.328,0.328,0.275,0.275,0.275,0.275,0,0,0,0,0,0,0,0,0.33199999999999996,0.33199999999999996,0.33199999999999996,0.33199999999999996,0.3248333333333333,0.26199999999999996,0.28983333333333333,0.297,0.29341666666666666
310,embellish,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219,0.18599999999999997,0.24250000000000002,0.16249999999999998,0.20249999999999999
311,embitter,0,0,0,0,0.24500000000000002,0.24500000000000002,0.24500000000000002,0.24500000000000002,0,0,0,0,0.332,0.332,0.332,0.332,0,0,0,0,0,0,0,0,0.29050000000000004,0.22300000000000003,0.24833333333333335,0.2876666666666666,0.268
312,embolden,0,0,0,0,0.343,0.343,0.343,0.343,0.21799999999999997,0.21799999999999997,0.21799999999999997,0.21799999999999997,0,0,0,0,0,0,0,0,0.158,0.158,0.158,0.158,0.2623333333333333,0.374,0.34820000000000007,0.26580000000000004,0.30700000000000005
313,emphasize,0.2899999999999999,0.2899999999999999,0.2899999999999999,0.2899999999999999,0,0,0,0,0,0,0,0,0.381,0.381,0.381,0.381,0,0,0,0,0,0,0,0,0.31575,0.4119999999999999,0.28475,0.44299999999999995,0.363875
314,employ,0,0,0,0,0,0,0,0,0.185,0.185,0.185,0.185,0.348,0.348,0.348,0.348,0,0,0,0,0.397,0.397,0.397,0.397,0.3443333333333333,0.3405,0.363,0.32375,0.343375
315,enchant,0,0,0,0,0.24,0.24,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0.314,0.314,0.314,0.314,0.25225,0.404,0.2333333333333333,0.37233333333333335,0.3028333333333333
316,encourage,0,0,0,0,0.3489999999999999,0.3489999999999999,0.3489999999999999,0.3489999999999999,0.4580000000000001,0.4580000000000001,0.4580000000000001,0.4580000000000001,0,0,0,0,0.36100000000000004,0.36100000000000004,0.36100000000000004,0.36100000000000004,0.433,0.433,0.433,0.433,0.36,0.44033333333333335,0.37714285714285717,0.41171428571428575,0.3944285714285714
